AAcomp_A,AAcomp_R,AAcomp_N,AAcomp_D,AAcomp_C,AAcomp_Q,AAcomp_E,AAcomp_G,AAcomp_H,AAcomp_I,AAcomp_L,AAcomp_K,AAcomp_M,AAcomp_F,AAcomp_P,AAcomp_S,AAcomp_T,AAcomp_W,AAcomp_Y,AAcomp_V,AAindex_ARGP820101_avg,AAindex_BULH740101_avg,AAindex_CHAM820102_avg,AAindex_CIDH920105_avg,AAindex_EISD840101_avg,AAindex_EISD860101_avg,AAindex_EISD860102_avg,AAindex_EISD860103_avg,AAindex_FAUJ830101_avg,AAindex_GOLD730101_avg,AAindex_GUYH850101_avg,AAindex_HOPT810101_avg,AAindex_JANJ790102_avg,AAindex_JOND750101_avg,AAindex_KYTJ820101_avg,AAindex_LAWE840101_avg,AAindex_LEVM760101_avg,AAindex_MANP780101_avg,AAindex_MIYS850101_avg,AAindex_NOZY710101_avg,AAindex_OOBM770101_avg,AAindex_OOBM770102_avg,AAindex_OOBM770103_avg,AAindex_OOBM770104_avg,AAindex_OOBM770105_avg,AAindex_OOBM850103_avg,AAindex_OOBM850104_avg,AAindex_PONP800101_avg,AAindex_PONP800102_avg,AAindex_PONP800103_avg,AAindex_PRAM900101_avg,AAindex_RADA880101_avg,AAindex_RADA880102_avg,AAindex_RADA880103_avg,AAindex_RADA880104_avg,AAindex_RADA880105_avg,AAindex_ROBB790101_avg,AAindex_ROSM880101_avg,AAindex_ROSM880102_avg,AAindex_SIMZ760101_avg,AAindex_SWER830101_avg,AAindex_VHEG790101_avg,AAindex_WERD780102_avg,AAindex_WERD780103_avg,AAindex_WERD780104_avg,AAindex_YUTK870101_avg,AAindex_YUTK870102_avg,AAindex_YUTK870103_avg,AAindex_YUTK870104_avg,AAindex_ZIMJ680101_avg,AAindex_PONP930101_avg,AAindex_WILM950101_avg,AAindex_WILM950102_avg,AAindex_WILM950103_avg,AAindex_WILM950104_avg,AAindex_KUHL950101_avg,AAindex_JURD980101_avg,AAindex_WOLR790101_avg,AAindex_KIDA850101_avg,AAindex_COWR900101_avg,AAindex_BLAS910101_avg,AAindex_CASG920101_avg,AAindex_ENGD860101_avg,AAindex_FASG890101_avg,class
0.381,0.2771,0.2085,0.3513,0.1116,0.2214,0.2286,0.2667,0.3226,0.2798,0.3794,0.3154,0.1144,0.3971,0.2391,0.3497,0.2492,0.5717,0.3809,0.3261,0.4954,0.4422,0.469,0.6039,0.483,0.5645,0.3925,0.4616,0.5153,0.6133,0.447,0.3503,0.5261,0.6482,0.438,0.5894,0.3665,0.47,0.5122,0.6626,0.4671,0.5684,0.417,0.2195,0.268,0.4488,0.4137,0.4925,0.5067,0.5031,0.4659,0.4722,0.6363,0.2933,0.4667,0.4557,0.5614,0.5239,0.524,0.6426,0.5859,0.5351,0.3651,0.5517,0.3877,0.4697,0.5039,0.6954,0.702,0.4963,0.5323,0.4912,0.5321,0.5023,0.4136,0.5009,0.4425,0.4924,0.4409,0.4487,0.5182,0.6029,0.4657,0.4752,F
0.3732,0.4207,0.0743,0.5214,0.0643,0.2214,0.3584,0.3643,0.1306,0.3118,0.3494,0.1473,0.2339,0.6428,0.2267,0.3497,0.4036,0.2975,0.066,0.3146,0.5136,0.5215,0.3604,0.4561,0.4829,0.4792,0.4252,0.5244,0.4822,0.4538,0.4745,0.4655,0.5588,0.5142,0.457,0.5938,0.4589,0.4102,0.5012,0.5427,0.4458,0.4781,0.4429,0.3583,0.4161,0.3948,0.5603,0.4366,0.4747,0.5284,0.4839,0.4132,0.4794,0.5358,0.4921,0.535,0.501,0.5179,0.5501,0.4966,0.5112,0.5614,0.2212,0.5573,0.5651,0.3831,0.4102,0.6566,0.5561,0.4237,0.5118,0.5251,0.5321,0.4771,0.4136,0.55,0.4506,0.4694,0.4639,0.5161,0.4417,0.4837,0.4836,0.5027,F
0.381,0.4305,0.2085,0.3493,0.1116,0.2532,0.3584,0.4805,0.1604,0.2782,0.4137,0.1809,0.2275,0.2412,0.1783,0.2312,0.3924,0.1217,0.1893,0.4457,0.4328,0.5502,0.3752,0.5122,0.483,0.4736,0.4075,0.5415,0.4742,0.436,0.4667,0.4174,0.6084,0.495,0.5481,0.4998,0.444,0.5556,0.5106,0.5179,0.3556,0.3366,0.4669,0.5223,0.6192,0.5005,0.497,0.4953,0.5835,0.5909,0.4362,0.4915,0.5067,0.4974,0.48,0.6016,0.501,0.5239,0.5251,0.4384,0.5327,0.49,0.3651,0.4171,0.5928,0.4471,0.4674,0.5704,0.5781,0.4527,0.5118,0.4644,0.5321,0.4771,0.4136,0.4946,0.4614,0.5624,0.4957,0.4935,0.4783,0.5831,0.4359,0.4595,C
0.381,0.2092,0.2113,0.2021,0.1116,0.3809,0.1726,0.376,0.1856,0.1341,0.3431,0.1047,0.395,0.6092,0.2267,0.602,0.3227,0.2114,0.1409,0.3986,0.4954,0.5271,0.2562,0.5125,0.6498,0.663,0.1602,0.6152,0.6001,0.4738,0.3316,0.243,0.7215,0.4549,0.5919,0.7046,0.2472,0.4934,0.4746,0.5713,0.2742,0.2065,0.4669,0.4684,0.5656,0.4326,0.4728,0.542,0.5067,0.67,0.2122,0.6174,0.5863,0.4974,0.5955,0.535,0.5198,0.5239,0.376,0.4401,0.5198,0.3088,0.3651,0.7186,0.7503,0.4602,0.5827,0.7633,0.7782,0.4527,0.5118,0.5366,0.5321,0.4771,0.3648,0.3329,0.4614,0.6714,0.3278,0.4487,0.6052,0.6128,0.2119,0.4161,F
0.6061,0.5875,0.1086,0.3233,0.0418,0.0804,0.3584,0.4865,0.2121,0.1472,0.4076,0.0478,0.2339,0.348,0.4009,0.3497,0.2622,0.4187,0.4936,0.2894,0.4954,0.4883,0.3884,0.5536,0.483,0.5069,0.445,0.5028,0.513,0.5431,0.5358,0.3941,0.5913,0.495,0.4642,0.6861,0.3792,0.4787,0.5057,0.5179,0.4424,0.4519,0.3525,0.332,0.4623,0.4068,0.7035,0.4955,0.5067,0.5386,0.4684,0.4591,0.5067,0.5665,0.4815,0.5469,0.501,0.4469,0.5501,0.6195,0.5507,0.5351,0.2823,0.4597,0.4602,0.4697,0.2733,0.412,0.4089,0.5065,0.5118,0.4999,0.5321,0.4771,0.1749,0.5433,0.4449,0.5062,0.3859,0.4487,0.5153,0.6013,0.4681,0.4837,C
0.3295,0.4595,0.1203,0.4028,0.1116,0.1335,0.3584,0.5732,0.1057,0.3118,0.3115,0.298,0.3092,0.2992,0.1469,0.3497,0.347,0.1204,0.1871,0.4272,0.4954,0.5598,0.3974,0.4572,0.4395,0.391,0.5548,0.4625,0.3779,0.3951,0.4928,0.5702,0.4938,0.495,0.4581,0.4787,0.5967,0.4661,0.4564,0.4817,0.4636,0.4851,0.4635,0.5115,0.5876,0.5116,0.486,0.4953,0.5006,0.4996,0.571,0.4492,0.4302,0.4974,0.48,0.5273,0.488,0.5748,0.6053,0.451,0.4834,0.5351,0.3651,0.3894,0.5396,0.4697,0.3753,0.5421,0.5421,0.4114,0.5133,0.4031,0.4814,0.2955,0.4421,0.5931,0.4517,0.4735,0.6017,0.4487,0.4501,0.4716,0.5708,0.5583,F
0.1628,0.2018,0.2085,0.3515,0.1116,0.2698,0.3329,0.376,0.1424,0.3118,0.5219,0.4883,0.091,0.3271,0.19,0.3497,0.22,0.3893,0.2017,0.1007,0.6194,0.4438,0.4967,0.4914,0.483,0.4792,0.499,0.3972,0.4408,0.6317,0.5445,0.4809,0.3997,0.6207,0.3741,0.5413,0.5067,0.4661,0.455,0.5654,0.4424,0.6469,0.5689,0.2948,0.26,0.5894,0.268,0.3891,0.5067,0.3771,0.5795,0.4137,0.5067,0.2636,0.4095,0.3988,0.5572,0.5777,0.5866,0.4966,0.5228,0.512,0.556,0.5312,0.367,0.5862,0.6057,0.6566,0.785,0.4527,0.4486,0.5235,0.5479,0.4771,0.6989,0.5762,0.3876,0.3982,0.5639,0.3824,0.4458,0.4564,0.5791,0.5442,F
0.381,0.5534,0.1467,0.3618,0.1116,0.2821,0.3835,0.376,0.1891,0.2682,0.4014,0.1396,0.2339,0.4088,0.2267,0.414,0.3717,0.2349,0.1913,0.3146,0.4143,0.5271,0.407,0.4477,0.483,0.3992,0.5231,0.4356,0.4293,0.3952,0.5459,0.4784,0.5402,0.4147,0.4434,0.4577,0.5064,0.4661,0.4732,0.5179,0.4513,0.488,0.4669,0.392,0.4639,0.4488,0.5349,0.4492,0.479,0.5139,0.5254,0.3543,0.443,0.4657,0.381,0.535,0.4742,0.5992,0.5897,0.4192,0.5198,0.5351,0.3776,0.4513,0.5514,0.3525,0.3696,0.6566,0.435,0.3603,0.5118,0.4591,0.6435,0.3559,0.3983,0.6341,0.4331,0.4031,0.5459,0.4305,0.3869,0.5304,0.5249,0.526,F
0.4089,0.4175,0.2108,0.4368,0.1367,0.2923,0.332,0.2726,0.324,0.2409,0.4697,0.188,0.2216,0.2848,0.1801,0.2716,0.4113,0.0703,0.4215,0.3146,0.4525,0.5271,0.5609,0.4883,0.4302,0.4507,0.465,0.4095,0.4426,0.4492,0.5004,0.4489,0.513,0.495,0.4642,0.4922,0.4707,0.4477,0.4781,0.5179,0.4424,0.4848,0.4755,0.358,0.3763,0.3275,0.6374,0.4963,0.507,0.5153,0.5291,0.3838,0.4997,0.3898,0.48,0.459,0.4975,0.5854,0.6044,0.4894,0.5305,0.5351,0.358,0.4012,0.4454,0.4413,0.4801,0.5759,0.5771,0.4527,0.5152,0.4446,0.5667,0.4771,0.4136,0.6253,0.4614,0.4094,0.5321,0.414,0.4501,0.5232,0.5287,0.4992,C
0.4182,0.2963,0.0982,0.3339,0.1116,0.1452,0.3666,0.376,0.345,0.3118,0.4876,0.2335,0.1836,0.2992,0.2267,0.1776,0.4442,0.3493,0.2909,0.4648,0.4954,0.4842,0.376,0.4914,0.5567,0.5745,0.3392,0.5469,0.5123,0.4877,0.444,0.3896,0.5402,0.5387,0.4984,0.6363,0.3883,0.5006,0.4746,0.5919,0.3647,0.3344,0.4669,0.3963,0.4558,0.3175,0.5326,0.4953,0.5309,0.5413,0.4139,0.5445,0.5461,0.5595,0.5676,0.6155,0.4857,0.4085,0.4712,0.5685,0.5472,0.4632,0.2254,0.4519,0.5008,0.4533,0.5007,0.6995,0.6954,0.4527,0.5063,0.4561,0.6236,0.4771,0.4136,0.4625,0.4614,0.584,0.4214,0.4487,0.5203,0.5327,0.4136,0.4835,C
0.3676,0.4405,0.1968,0.4394,0.1116,0.2233,0.3508,0.3557,0.2123,0.2909,0.2845,0.2554,0.2175,0.2966,0.2267,0.3497,0.3887,0.1075,0.3042,0.3146,0.4954,0.6006,0.397,0.4442,0.483,0.3947,0.4925,0.4316,0.3942,0.4263,0.5605,0.5279,0.4852,0.4656,0.4092,0.5018,0.5363,0.4661,0.4165,0.4338,0.4956,0.4945,0.5027,0.4798,0.5251,0.3952,0.5877,0.451,0.4691,0.4857,0.5594,0.4492,0.5067,0.4974,0.4162,0.535,0.4587,0.5939,0.6058,0.4545,0.455,0.6409,0.3586,0.3886,0.4833,0.3893,0.3965,0.5484,0.5526,0.4311,0.4611,0.3772,0.5321,0.4648,0.4191,0.6047,0.3997,0.4173,0.5736,0.3965,0.4501,0.4741,0.5591,0.5584,F
0.381,0.2181,0.1156,0.5899,0.1116,0.2214,0.3598,0.3778,0.0678,0.3118,0.3638,0.1528,0.2162,0.5555,0.1882,0.4183,0.2093,0.2056,0.4796,0.4448,0.5948,0.5271,0.7463,0.5678,0.5841,0.5729,0.3013,0.4625,0.5755,0.5421,0.4928,0.3637,0.5402,0.495,0.5413,0.6552,0.3707,0.5674,0.5977,0.6606,0.3961,0.5053,0.3559,0.2797,0.3483,0.4488,0.608,0.6127,0.6387,0.6688,0.4148,0.5228,0.6085,0.423,0.6029,0.6338,0.6194,0.5239,0.4543,0.4966,0.5198,0.4673,0.3651,0.5338,0.5287,0.5348,0.5754,0.6566,0.7623,0.5324,0.5905,0.4446,0.5909,0.5269,0.4781,0.4694,0.5535,0.5449,0.3924,0.5911,0.4501,0.5917,0.4146,0.3912,C
0.6123,0.5521,0.0813,0.6481,0.1406,0.2214,0.3584,0.4206,0.2143,0.2065,0.3039,0.0967,0.266,0.2992,0.3375,0.3497,0.2483,0.1627,0.1084,0.4872,0.4842,0.5968,0.2785,0.4914,0.4966,0.4253,0.4075,0.5447,0.4509,0.3903,0.504,0.4898,0.6315,0.495,0.5391,0.5411,0.4866,0.4889,0.4853,0.4624,0.4424,0.2901,0.4669,0.5755,0.701,0.4604,0.6682,0.4953,0.5699,0.5966,0.4789,0.4492,0.4334,0.7418,0.5652,0.6976,0.4364,0.5239,0.5032,0.4558,0.4686,0.6168,0.3088,0.2869,0.518,0.3624,0.3591,0.6566,0.454,0.4183,0.5457,0.3775,0.5414,0.3878,0.2718,0.5083,0.5117,0.5468,0.4547,0.4487,0.4334,0.5624,0.4787,0.4761,F
0.2701,0.2659,0.2088,0.3218,0.1116,0.2214,0.3584,0.2653,0.3211,0.2298,0.5212,0.2207,0.1952,0.3261,0.221,0.4155,0.3779,0.0929,0.4022,0.3146,0.48,0.4691,0.5589,0.4852,0.4813,0.4792,0.3816,0.4625,0.4853,0.4833,0.4928,0.4128,0.5282,0.4804,0.4447,0.5762,0.4266,0.4548,0.4746,0.5489,0.4424,0.4555,0.4862,0.3364,0.3281,0.3347,0.5787,0.4949,0.5091,0.5256,0.4706,0.4481,0.5381,0.3755,0.4519,0.535,0.515,0.5342,0.5499,0.5238,0.5198,0.5182,0.2969,0.4703,0.4553,0.5092,0.5827,0.7266,0.7253,0.4527,0.4934,0.4446,0.5321,0.569,0.3722,0.5736,0.4614,0.4555,0.5008,0.4487,0.4558,0.4976,0.4702,0.4953,F
0.3141,0.6814,0.086,0.3291,0.3719,0.2214,0.3584,0.562,0.1511,0.1747,0.3412,0.0682,0.1608,0.1859,0.294,0.56,0.4086,0.459,0.3042,0.3146,0.4954,0.6039,0.3377,0.4914,0.4261,0.4001,0.4928,0.5121,0.4899,0.3866,0.5591,0.413,0.5402,0.4149,0.4642,0.6028,0.4294,0.4398,0.4746,0.4572,0.3345,0.4168,0.4669,0.4708,0.6498,0.3135,0.5574,0.4953,0.5754,0.631,0.437,0.3794,0.3877,0.4974,0.48,0.5007,0.5182,0.5239,0.5501,0.3841,0.4883,0.6398,0.3198,0.2792,0.6221,0.2517,0.3039,0.3074,0.3047,0.2992,0.5118,0.3795,0.544,0.4771,0.4183,0.5369,0.4532,0.4434,0.4661,0.4525,0.4363,0.6254,0.4366,0.4799,F
0.8976,0.51,0.1639,0.5748,0,0.4545,0.3584,0.0892,0.072,0.3118,0.3232,0.4872,0.0766,0,0,0.0889,0.3336,0,0,0.0364,0.2723,0.835,0.4294,0.2481,0.1633,0.0989,0.7718,0.1502,0.098,0.2561,0.8863,0.8522,0.2107,0.2738,0.4642,0.0032,0.9046,0.2571,0.1962,0.2423,0.4424,0.5802,0.8417,0.6647,0.579,0.4488,0.4815,0.1937,0.5067,0.1528,0.8958,0.1329,0.2598,0.4656,0.245,0.3328,0.1894,0.5239,0.8921,0.2699,0.1788,0.5351,0.5225,0.1286,0.2781,0.3348,0.3026,0.6566,0.4895,0.263,0.3305,0.1942,0.4007,0.1213,0.3754,0.946,0.2082,0.2258,0.9138,0.176,0.0922,0.2192,0.8953,0.8181,F
0.381,0.1819,0.1005,0.3075,0.0347,0.156,0.4313,0.4157,0.1059,0.2653,0.3486,0.3026,0.338,0.2606,0.2267,0.3925,0.709,0.0536,0.3214,0.3567,0.4954,0.5303,0.4459,0.4374,0.483,0.4792,0.3349,0.5047,0.4512,0.399,0.4703,0.4467,0.5402,0.4052,0.5227,0.4979,0.4686,0.4661,0.4746,0.5179,0.3947,0.2659,0.4669,0.5716,0.6119,0.4488,0.4348,0.4821,0.4967,0.52,0.3868,0.5319,0.5089,0.6249,0.5527,0.6226,0.4108,0.5239,0.5501,0.4412,0.5272,0.4369,0.3651,0.512,0.6144,0.5112,0.5224,0.6566,0.7994,0.4175,0.484,0.421,0.5321,0.4539,0.4136,0.5187,0.4614,0.5983,0.5273,0.4685,0.48,0.4798,0.3866,0.5587,F
0.381,0.2072,0.2353,0.2001,0.0905,0.2901,0.2929,0.2563,0.046,0.2125,0.4869,0.3317,0.1955,0.2639,0.2809,0.3497,0.7808,0.0698,0.2789,0.1161,0.3845,0.5271,0.346,0.3925,0.489,0.5146,0.3458,0.4583,0.4397,0.4656,0.5557,0.4203,0.5402,0.385,0.465,0.5104,0.4369,0.3397,0.3799,0.4475,0.4424,0.2596,0.5991,0.5881,0.587,0.2806,0.3973,0.3483,0.5067,0.4184,0.3895,0.4971,0.4887,0.6217,0.4814,0.5575,0.501,0.5239,0.53,0.4394,0.4869,0.4395,0.5024,0.5765,0.5895,0.4697,0.5408,0.7722,0.7723,0.4154,0.4061,0.4395,0.5779,0.4303,0.306,0.5495,0.4538,0.5572,0.5306,0.4487,0.4501,0.4321,0.3892,0.6036,F
0.5323,0.1625,0.2422,0.4348,0.0155,0.199,0.2345,0.5471,0.1261,0.2552,0.278,0.2774,0.2851,0.2327,0.3066,0.37,0.4019,0.0958,0.3349,0.3504,0.417,0.5271,0.3326,0.4914,0.5541,0.5073,0.2352,0.4625,0.4243,0.4188,0.5226,0.4257,0.5402,0.495,0.4858,0.5347,0.432,0.4,0.4746,0.5179,0.4021,0.2213,0.4669,0.6741,0.738,0.4488,0.5611,0.4274,0.443,0.468,0.3893,0.4492,0.5042,0.7738,0.6014,0.7156,0.3841,0.5239,0.5304,0.4235,0.5198,0.4418,0.4435,0.5345,0.5592,0.4515,0.5065,0.6566,0.8305,0.3899,0.5118,0.4446,0.4192,0.3975,0.2625,0.4654,0.4614,0.64,0.4774,0.4531,0.4501,0.4754,0.3892,0.5737,C
0.326,0.1155,0.2085,0.5856,0.1116,0.2214,0.3584,0.4444,0.4482,0.4146,0.2065,0.2022,0.2861,0.2992,0.0498,0.3322,0.4154,0,0.0906,0.3146,0.4954,0.5271,0.7121,0.4486,0.5381,0.4792,0.2315,0.4989,0.4375,0.2175,0.3664,0.5131,0.5402,0.495,0.4642,0.2151,0.5416,0.4661,0.4779,0.5179,0.3368,0.1759,0.4669,0.6268,0.6556,0.4488,0.5713,0.6319,0.6427,0.6246,0.4667,0.47,0.4522,0.5957,0.568,0.535,0.501,0.5489,0.5308,0.2923,0.4087,0.5573,0.4195,0.3307,0.5493,0.6025,0.5571,0.8799,0.8638,0.3264,0.5118,0.4446,0.3536,0.4771,0.5279,0.5245,0.4614,0.4924,0.5282,0.4176,0.3382,0.6221,0.4666,0.4264,F
0.381,0.4077,0.1601,0.3063,0,0.0888,0.5231,0.4359,0.211,0.6099,0.1857,0.3173,0.2339,0.2992,0.2267,0.2606,0.3259,0.3204,0.2846,0.3146,0.4954,0.4468,0.4746,0.4914,0.489,0.4932,0.561,0.5239,0.4703,0.5312,0.4928,0.4984,0.5402,0.6365,0.4988,0.5675,0.5213,0.6362,0.5464,0.5179,0.4415,0.6401,0.3362,0.3298,0.4298,0.6505,0.3807,0.4953,0.6268,0.6015,0.5401,0.4531,0.5324,0.3469,0.48,0.4579,0.657,0.5239,0.5501,0.4966,0.5721,0.5351,0.2397,0.2737,0.4657,0.4697,0.4185,0.6566,0.5991,0.5227,0.5118,0.4446,0.452,0.518,0.6694,0.542,0.5091,0.4924,0.5787,0.4701,0.4501,0.584,0.54,0.4852,C
0.381,0.0743,0.153,0.3067,0.1116,0.2668,0.2449,0.3572,0.1921,0.3118,0.4711,0.5373,0.2452,0.2992,0.2267,0.4271,0.2671,0.1166,0.3887,0.3146,0.6736,0.3525,0.6284,0.6155,0.5681,0.6419,0.3845,0.4625,0.5566,0.6527,0.3475,0.364,0.5402,0.495,0.5327,0.6554,0.4026,0.51,0.5817,0.6738,0.4644,0.4806,0.4679,0.2923,0.2938,0.4087,0.2175,0.4953,0.5067,0.5424,0.389,0.5955,0.5067,0.4974,0.48,0.5658,0.6192,0.4001,0.4538,0.4966,0.5198,0.3363,0.3572,0.6854,0.6535,0.4697,0.7047,0.9033,0.9066,0.4527,0.5118,0.4446,0.6446,0.4771,0.4136,0.3857,0.5389,0.5863,0.4238,0.4704,0.4501,0.569,0.3889,0.442,F
0.2545,0.3849,0.2085,0.4078,0.0118,0.3019,0.2476,0.376,0.0598,0.2971,0.2504,0.2157,0.1144,0.4216,0.2267,0.3765,0.5262,0.0908,0.5078,0.3146,0.4316,0.5271,0.4706,0.4914,0.4644,0.4472,0.4303,0.4625,0.4258,0.4657,0.5281,0.4225,0.5087,0.495,0.4319,0.5667,0.4458,0.4204,0.4746,0.5347,0.4819,0.5639,0.4402,0.4378,0.5301,0.3456,0.6018,0.4551,0.4754,0.5064,0.4744,0.4093,0.5067,0.5173,0.4494,0.5093,0.4986,0.5239,0.6013,0.4966,0.5198,0.5296,0.3942,0.5767,0.5783,0.3704,0.4175,0.5898,0.6021,0.421,0.5118,0.4929,0.5209,0.3485,0.3988,0.5718,0.4614,0.4642,0.5491,0.4315,0.4575,0.4981,0.4742,0.5584,F
0.3786,0.0427,0.4901,0.3366,0.1304,0.2214,0.3584,0.376,0.265,0.4213,0.3246,0.3288,0.282,0.2992,0.0736,0.6139,0.3071,0.1007,0.3042,0.3146,0.4954,0.5901,0.4259,0.4518,0.5486,0.5161,0.2132,0.4625,0.4486,0.3946,0.4146,0.3753,0.5993,0.3572,0.4642,0.3728,0.4205,0.4268,0.4746,0.5179,0.4236,0.2586,0.5477,0.5648,0.5739,0.6143,0.3545,0.4578,0.4757,0.4993,0.37,0.4492,0.5067,0.5499,0.5213,0.535,0.4491,0.5239,0.5334,0.3512,0.5198,0.5351,0.3651,0.6749,0.6046,0.58,0.6585,0.927,0.9405,0.4527,0.5118,0.4293,0.5321,0.5417,0.4136,0.465,0.4614,0.4924,0.5063,0.3831,0.4577,0.5534,0.3697,0.5035,C
0.6333,0.4515,0.2085,0.3982,0.18,0.0577,0.34,0.376,0.1829,0.3118,0.3794,0.1513,0.2339,0.325,0.2267,0.1694,0.306,0.2314,0.2775,0.2925,0.4993,0.5271,0.3996,0.5201,0.5243,0.4792,0.3913,0.5464,0.4795,0.4364,0.4928,0.431,0.5402,0.4999,0.5138,0.5418,0.436,0.492,0.4746,0.5158,0.3356,0.2668,0.4669,0.504,0.6026,0.4602,0.5958,0.5256,0.5067,0.5647,0.4379,0.4923,0.5067,0.6648,0.48,0.639,0.4731,0.4478,0.5089,0.4827,0.5157,0.5442,0.3651,0.4798,0.556,0.4697,0.3584,0.5435,0.5417,0.4295,0.536,0.4446,0.5855,0.3991,0.2215,0.4967,0.4899,0.5709,0.4135,0.5228,0.4881,0.5966,0.4376,0.4649,C
0.5682,0.3099,0.224,0.2858,0.1116,0.2214,0.3021,0.376,0.0875,0.3288,0.3613,0.1381,0.2327,0.323,0.2267,0.2972,0.3041,0.3321,0.3042,0.3094,0.4954,0.5271,0.3248,0.5498,0.58,0.4792,0.2951,0.5541,0.5553,0.59,0.4751,0.3392,0.6197,0.495,0.5341,0.6744,0.3259,0.5012,0.5183,0.5729,0.3753,0.3593,0.417,0.4254,0.5061,0.5403,0.5142,0.5019,0.5067,0.5611,0.3667,0.5543,0.5067,0.4974,0.48,0.6204,0.5278,0.3974,0.4456,0.4966,0.5512,0.4343,0.3651,0.512,0.5202,0.4708,0.4796,0.68,0.6893,0.4973,0.5118,0.5346,0.5321,0.4771,0.4136,0.4511,0.5194,0.4924,0.3906,0.5763,0.5674,0.5729,0.3664,0.4708,F
0.381,0.4138,0.0844,0.4663,0.1116,0.2214,0.3584,0.376,0.3213,0.1857,0.1638,0.0669,0.2339,0.2992,0.4395,0.3358,0.4199,0.4879,0.325,0.3146,0.4891,0.621,0.3251,0.4914,0.4932,0.4792,0.3262,0.4632,0.4642,0.403,0.5541,0.4194,0.5402,0.4898,0.3872,0.606,0.3986,0.346,0.4172,0.5179,0.4,0.4127,0.4184,0.4354,0.5527,0.4488,0.7114,0.4953,0.5067,0.497,0.444,0.4186,0.444,0.611,0.4881,0.535,0.4741,0.5239,0.5324,0.4652,0.4325,0.5988,0.2743,0.4541,0.512,0.3018,0.3027,0.5634,0.5603,0.3492,0.4267,0.3756,0.4984,0.4771,0.2257,0.5448,0.3767,0.4861,0.4313,0.4597,0.4271,0.5383,0.4438,0.5503,F
0.381,0.2683,0.2085,0.5593,0.1116,0.3024,0.2545,0.3873,0.2083,0.3118,0.3994,0.1879,0.2438,0.2992,0.1968,0.2315,0.4827,0.3163,0.5057,0.3472,0.4915,0.4901,0.5859,0.4914,0.5134,0.5278,0.3453,0.4477,0.485,0.4893,0.4928,0.3827,0.554,0.4921,0.4642,0.5412,0.3971,0.4629,0.4867,0.6019,0.4405,0.4709,0.4397,0.3523,0.4042,0.3617,0.6066,0.5025,0.5098,0.5231,0.4591,0.4665,0.5776,0.4337,0.5426,0.535,0.5065,0.5239,0.5502,0.4966,0.5511,0.5034,0.3333,0.4384,0.4368,0.4724,0.5126,0.6566,0.715,0.431,0.5182,0.4446,0.534,0.4799,0.2776,0.5577,0.4614,0.4924,0.4738,0.4766,0.4501,0.5332,0.4588,0.494,C
0.381,0.1459,0.2085,0.4109,0.0557,0.3038,0.3584,0.376,0.1132,0.3118,0.2325,0.4087,0.1506,0.2992,0.2202,0.3497,0.2406,0.4729,0.315,0.3432,0.4843,0.646,0.4292,0.4512,0.483,0.4792,0.3125,0.3983,0.3947,0.4663,0.5674,0.4458,0.488,0.4859,0.4108,0.417,0.4658,0.4661,0.4746,0.5179,0.4424,0.3741,0.577,0.5327,0.5729,0.4488,0.4471,0.378,0.3837,0.3954,0.4844,0.4492,0.5261,0.4974,0.48,0.535,0.3634,0.4782,0.5954,0.4966,0.4296,0.4478,0.5041,0.5246,0.4591,0.4001,0.4541,0.6566,0.8303,0.3352,0.5118,0.3624,0.4692,0.2707,0.2534,0.5127,0.4614,0.5608,0.5119,0.3977,0.4501,0.4784,0.4843,0.6069,F
0.5495,0.5196,0.0714,0.3253,0.1116,0.1698,0.5048,0.4333,0.251,0.1244,0.4781,0.1294,0.1336,0.2992,0.3488,0.3497,0.2354,0.2995,0.3042,0.2264,0.5623,0.506,0.42,0.4941,0.483,0.4728,0.4827,0.45,0.4621,0.4938,0.4928,0.468,0.5261,0.563,0.4238,0.6286,0.4593,0.4364,0.4745,0.5595,0.4424,0.4644,0.4455,0.3392,0.4006,0.364,0.6788,0.4444,0.4601,0.48,0.5299,0.4492,0.5067,0.5138,0.444,0.4983,0.492,0.5239,0.5578,0.5808,0.5119,0.6103,0.3651,0.4524,0.4363,0.3497,0.3355,0.4819,0.4753,0.4927,0.4828,0.4446,0.5321,0.3408,0.1822,0.6,0.4066,0.4924,0.4541,0.4487,0.4501,0.5073,0.5296,0.5277,C
0.1573,0.39,0.1895,0.3077,0.1788,0.0573,0.579,0.4503,0.0605,0.3501,0.3071,0.3961,0.1611,0.2981,0.1851,0.2057,0.3508,0.0919,0.4901,0.4589,0.5962,0.4637,0.6374,0.5224,0.4198,0.4167,0.5893,0.4366,0.4097,0.5302,0.4928,0.5575,0.4338,0.5968,0.4291,0.5643,0.5763,0.5306,0.4616,0.5378,0.5276,0.6462,0.4541,0.3728,0.4199,0.441,0.511,0.5406,0.5315,0.5123,0.6079,0.4492,0.4549,0.3891,0.4142,0.4443,0.5598,0.5772,0.6178,0.5935,0.5644,0.628,0.2859,0.43,0.4472,0.4709,0.3931,0.6103,0.6019,0.57,0.5269,0.4446,0.499,0.423,0.544,0.6025,0.4357,0.422,0.5958,0.4378,0.4295,0.4908,0.6079,0.5434,C
